species,collection_no,collection_name,specimen_ID,part,length,amber,age_ma
Shuraboprosbole minuta,113371,Daohugou (NIGP collection),NIGP 149376,forewing,15.4,not_amber,161.7
Sinodromeus liutiaogouensis,125655,"Liutiaogou Village, Dashuangmiao Town (NIGP collection)",NIGP 152465,body,15.4,not_amber,123.955
Tiphia varia,128552,"Shanwang, Linqu County, collection s (Shandong Provincial Museum)",s82633,body,15.4,not_amber,13.789
Tipula maculipennis,117246,Radoboj (Gr?tz Collection),T. maculipennis Gratz spec,wing,15.4,not_amber,18.205
Ulmeriella willershausensis,109196,Willershausen clay pit (GZG collection),GZG 14181,forewing,15.4,not_amber,3.094
Ahirmoneura neimengguensis,113360,Daohugou (CNU 2006 collection),CNU-B-NN2006003,wing,15.5,not_amber,161.7
Aibolitus medicinus,107787,"Chekarda, Sylva River (PU collection 2)",Perm Univ N 1/91,forewing,15.5,not_amber,275.8
Aphodius rufipes,109196,Willershausen clay pit (GZG collection),GZG 12054,body,15.5,not_amber,3.094
Archaeosmylidia fusca,113365,Daohugou (CNU 2009 collection),CNU-NEU-NN2009103,forewing,15.5,not_amber,161.7
Baissoptera martinsoni,105969,Baissa (PIN collection 3064),PIN 3064/2329,hindwing,15.5,not_amber,119
Belloderma arcuata,113362,Daohugou (CNU 2008 collection),CNU-Der-NN2008002,body,15.5,not_amber,161.7
Belloderma ovata,113362,Daohugou (CNU 2008 collection),CNU-Der-NN2008003,body,15.5,not_amber,161.7
Blattina remigii,122598,Coal-pit on the Remigiusberge,NA,tegmen,15.5,not_amber,302.925
Blattinopsis latissima,114141,"&#344;?&#269;any, southern bank of ravine",Nat Mus Prague latissima type,forewing,15.5,not_amber,297.2
Blattinopsis oblonga,122580,Weissig,NA,tegmen,15.5,not_amber,292.8
Bombus dilectus,138945,"Shanwang, Linqu County, collection SK (Shanwang Fossil Protection Post coll.)",SFPP SK000406,forewing,15.5,not_amber,13.789
Brevilocustavus distinctus,105007,"Madygen, PIN collection 2785, Dzhailoucho area",PIN 2785/1986,forewing,15.5,not_amber,232.5
Calosargus (Calosargus) niger,113439,Karatau-Mikhailovka (PIN collection 2784),PIN 2784/77,body,15.5,not_amber,161.7
Caririgryllus elongatus,123013,Crato (MN-RJ Desiree collection),CD-I-163,tegmen,15.5,not_amber,117.245
Cratochrysa martinsnetoi,122553,Crato (MNHN collection),MNHN-DHT R.63844,forewing,15.5,not_amber,117.245
Cratomastotermes wolfschwenningeri,140371,Crato (ROM collection),ROM 1755,forewing,15.5,not_amber,117.245
Cratomastotermes wolfschwenningeri,140371,Crato (ROM collection),ROM 1755,body,15.5,not_amber,117.245
Cratomastotermes wolfschwenningeri,140371,Crato (ROM collection),ROM 1756,forewing,15.5,not_amber,117.245
Culiciforma formosa,108206,"Chekarda, Sylva River (PIN collection 1700)",PIN 1700/782,body,15.5,not_amber,275.8
Dzhajloutshella flexuosa,110763,"Madygen, PIN collection 2240, Dzhailoucho area",PIN 2240/1980,forewing,15.5,not_amber,232.5
Eodonacia goeckei,114060,Geiseltal (GPIUH collection),G 55/69,elytron,15.5,not_amber,44.55
Eomerope tortriciformis,106381,"Florissant, Station 14",NA,forewing,15.5,not_amber,35.55
Eorpa ypsipeda,144347,McAbee (CDM collection),2003.2.3-CDM-027,forewing,15.5,not_amber,51.9
Eorpa ypsipeda,103205,McAbee (University College of the Cariboo TRU coll),UCCIPR L-18 F-1539,forewing,15.5,not_amber,51.9
Fragisternella bella,123794,"Barachek stream, right tributary of Biamo river (PIN collection 3429)",PIN 3429/341,wing,15.5,not_amber,31
Fuzia dadao,113360,Daohugou (CNU 2006 collection),CNU-B-NN-2006-671,forewing,15.5,not_amber,161.7
Geinitzia varia,105002,"Hondelage, Braunschweig",LH fig 7,hindwing,15.5,not_amber,182.5
Glaphyrus ancestralis,111712,"Huangbanjigou, Chaomidian Village, CNU 2009 collection",CNU-COL-LB2009662,body,15.5,not_amber,127.725
Gorochovia minuta,105007,"Madygen, PIN collection 2785, Dzhailoucho area",PIN 2785/2123,forewing,15.5,not_amber,232.5
Hammapteryx tripunctata,114681,Roan Mountain (Scudder Coll),USNM 67717,tegmen,15.5,not_amber,48.25
Hypnomorphus rasnitzyni,113439,Karatau-Mikhailovka (PIN collection 2784),PIN 2784/1362,body,15.5,not_amber,161.7
Jiania crebra,113371,Daohugou (NIGP collection),NIGP 154600,body,15.5,not_amber,161.7
Lasiosyne daohugouensis,113360,Daohugou (CNU 2006 collection),CNU-COL-NN2006014,elytron,15.5,not_amber,161.7
Lasiosyne euglyphea,113360,Daohugou (CNU 2006 collection),CNU-C-NN2006023,elytron,15.5,not_amber,161.7
Lasiosyne gratiosa,113365,Daohugou (CNU 2009 collection),CNU-COL-NN2009119,elytron,15.5,not_amber,161.7
Liparoblatta radiata,122604,Cassville,USNM 38175,tegmen,15.5,not_amber,297.2
Litholabis gilberti,106384,Florissant (MCZ Collection),4736,body,15.5,not_amber,35.55
Locrites copei,106384,Florissant (MCZ Collection),9374,body,15.5,not_amber,35.55
Lystra richardsoni,121322,Petrified fish cut (Scudder collection),Scudder coll 67,tegmen,15.5,not_amber,48.25
Madera mamayi,49663,Kinney Clay Pit (USNM coll),USNM 170365,forewing,15.5,not_amber,305.35
Mesithone monstruosa,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/1119,forewing,15.5,not_amber,161.7
Mesopanorpa unica,105017,Novospasskoye village (PIN collection 3000),PIN 3000/1026,body,15.5,not_amber,160.4
Mesypochrysa chrysopa,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/2431,hindwing,15.5,not_amber,119
Mesypochrysa curvimedia,122550,"Baissa (PIN collection 1989, layer 25)",PIN 1989/44,hindwing,15.5,not_amber,119
Miamia silvatica,128557,"Bruay-en-Artois, A pit, Pas-de-Calais",L/N B 47,forewing,15.5,not_amber,313.025
Neorhynchocephalus melanderi,106381,"Florissant, Station 14",YPM 14172,body,15.5,not_amber,35.55
Nevania robusta,138748,Daohugou (CNU 2012 collection),CNU-HYM-NN2012002,body,15.5,not_amber,161.7
Opsiomylacris svitaviensis,133680,Zbon&#283;k,KUP 123,tegmen,15.5,not_amber,297.2
Panorpidium geinitzi,105002,"Hondelage, Braunschweig",GPIBC fig 48,forewing,15.5,not_amber,182.5
Panorpidium media,123987,"Dobbertin, Mecklenburg (Greifswald collection)",MBI 55.1,hindwing,15.5,not_amber,182.5
Parelateriformius villosus,113371,Daohugou (NIGP collection),NIGP 151553,body,15.5,not_amber,161.7
Perlucipecta aurea,124759,"Huangbanjigou, Chaomidian Village, CNU 2011 collection",CNU-B-NN2011604,forewing,15.5,not_amber,127.725
Perlucipecta aurea,124759,"Huangbanjigou, Chaomidian Village, CNU 2011 collection",CNU-B-NN2011605,forewing,15.5,not_amber,127.725
Permithonopsis grandis,116934,Sheimo-Gora (PIN collection 117),PIN 117/2538,hindwing,15.5,not_amber,270.55
Permodiapha lata,114186,"Obora, southern edge of ravine",DPCU 9/1974,forewing,15.5,not_amber,292.8
Permofossilis commasticatus,104754,"Isady Locality (Mutovino, PIN collection 3840)",PIN 3840/683,forewing,15.5,not_amber,257.035
Phyloblatta deserta,114186,"Obora, southern edge of ravine",KUP 31,tegmen,15.5,not_amber,292.8
Phyloblatta dichotoma,122604,Cassville,USNM 38896,tegmen,15.5,not_amber,297.2
Plecia philippi,122010,Rott (Statz coll),NA,body,15.5,not_amber,25.715
Praecytherea sardii,138838,Aix-en-Provence (Inst. Geol. Montpellier coll),IGM MA 125,body,15.5,not_amber,25.565
Probaisselcana cretacea,103930,Cooden Beach,MNEMG 2003.27,tegmen,15.5,not_amber,133.2
Procercopis completa,105002,"Hondelage, Braunschweig",GPIBC fig 208,hindwing,15.5,not_amber,182.5
Prokalotermes hagenii,106384,Florissant (MCZ Collection),NA,forewing,15.5,not_amber,35.55
Prosbole kaltanica,122568,"Kaltan, outcrop 1300, bed 7 (PIN collection 600)",PIN 600/311,forewing,15.5,not_amber,270.55
Protogryllus multovenosus,105002,"Hondelage, Braunschweig",GPIBC fig 81,forewing,15.5,not_amber,182.5
Pseudectatomma striatula,120798,Grube Messel Pit (Senckenberg SMF collection),FIS MeI 5762,body,15.5,not_amber,44.5
Raraxymyia parallela,138748,Daohugou (CNU 2012 collection),CNU-DIP-NN2012874,body,15.5,not_amber,161.7
Rhabdocupes longus,106090,"Madygen, PIN collection 2069, Dzhailoucho area",PIN 2069/1041,body,15.5,not_amber,232.5
Shurabia ferganensis,106088,"Madygen, PIN collection 2555, Dzhailoucho area",PIN 2555/787,forewing,15.5,not_amber,232.5
Shurabia sogutensis,122951,Sogyuty (PIN Collection 457),PIN 457/9,forewing,15.5,not_amber,195.05
Sinochresmoda magnicornia,125656,"Liutiaogou Village, Dashuangmiao Town (CNU collection)",CNU-CH-NN2007004,wing,15.5,not_amber,123.955
Sinojurina permiana,103239,"Houdong, Yinping Mountain, SW Chaohu City",NIGP 142193,forewing,15.5,not_amber,262.5
Sinorhombocoleus papposus,117546,"Jianshangou, Chaomidian village (CNU 2007)",CNU-C-LB2007001,elytron,15.5,not_amber,127.725
Sogdopsyche elongata,114702,"Shurab II, Ditch 63(8) (PIN collection 53",PIN 53/115ab,forewing,15.5,not_amber,186.75
Sojanoneura edemskii,116933,Letopala River (PIN collection 117),PIN 117/1848,tegmen,15.5,not_amber,270.55
Sojanoneura furcatula,96860,"Soyana (Iva Gora, PIN collection 94)",PIN 94/624,hindwing,15.5,not_amber,270.55
Sojanoneura furcatula,116934,Sheimo-Gora (PIN collection 117),PIN 117/1903,hindwing,15.5,not_amber,270.55
Soomylacris truncata,151402,"Pentre Colliery, Landore",NA,tegmen,15.5,not_amber,309.2
Stenosmylina medialis,106417,Clockhouse Brickworks (BMB collection),BMB 018382,forewing,15.5,not_amber,131.15
Tipula clauda,106384,Florissant (MCZ Collection),NA,wing,15.5,not_amber,35.55
Trichopterella torta,138728,"Mt. Uskuk, Ondai Sair (AMNH 3rd expedition)",NA,forewing,15.5,not_amber,119
Tshekardobia maculitincta,116933,Letopala River (PIN collection 117),PIN 117/2285,forewing,15.5,not_amber,270.55
Xyphosternum punctatum,115717,Karatau-Galkino (PIN collection 2452),PIN 2452/452,body,15.5,not_amber,161.7
Zootermopsis coloradensis,106379,"Florissant, Station 13",NA,body,15.5,not_amber,35.55
Zygadenia tripartitus,123144,"Eichst?tt, Solnhofen (Naturhistorischen Museum Wien collection)",NHMW 1985/26/5,elytron,15.5,not_amber,147.9
Fibla (Fibla) carpenteri,124205,Baltic amber (MCZ collection),MCZ 9999,forewing,15.52,amber,35.95
Archaeodrepanicus acutus,124759,"Huangbanjigou, Chaomidian Village, CNU 2011 collection",CNU-NEU-LB2011004,forewing,15.6,not_amber,127.725
Aviocladus pectinatus,122504,"Terril No 7, Avion",MNHN Avion 7,forewing,15.6,not_amber,310.775
Bibio ventricosus,128550,"Shanwang, Linqu County, collection 79/80 (Beijing Museum)",79033,body,15.6,not_amber,13.789
Cleonus larinoides,115305,Oeningen (Carlsruhe collection),C. larinoides Oeningen type,elytron,15.6,not_amber,12.154
Cordulagomphus (Procordulagomphus) xavieri,122553,Crato (MNHN collection),MNHN LP R 10407,hindwing,15.6,not_amber,117.245
Cretoglaphyrus transbaikalicus,123220,Pad Semen (PIN collection 2385),PIN 2385/1,elytron,15.6,not_amber,123.955
Divocina noci,113360,Daohugou (CNU 2006 collection),CNU-B-NN-2006-067,forewing,15.6,not_amber,161.7
Eoptychopterina elenae,113371,Daohugou (NIGP collection),NIGP 135220,wing,15.6,not_amber,161.7
Gonocerus shandongensis,128550,"Shanwang, Linqu County, collection 79/80 (Beijing Museum)",79025,body,15.6,not_amber,13.789
Lasiosyne quadricollis,113365,Daohugou (CNU 2009 collection),CNU-COL-NN2009224,body,15.6,not_amber,161.7
Macropunctum messelense,139219,"Grube Messel Pit, grid square E15, 1 m below to 2 m above alpha",SMF MeI 8,body,15.6,not_amber,44.5
Macropunctum meunieri,139217,"Grube Messel Pit, grid square F11, 1.0 m above alpha",SMF MeI 430,body,15.6,not_amber,44.5
Melolonthites parschlugiana,115306,Parschlug,M. parschlugiana Parschlug type,elytron,15.6,not_amber,13.175
Panorpidium geinitzi,114991,"Dobbertin, Mecklenburg (Ansorge coll)",LDA 300/1,forewing,15.6,not_amber,182.5
Serecoleus nadbitovae,113371,Daohugou (NIGP collection),NIGP NND11001,elytron,15.6,not_amber,161.7
Sinocimbex pellucida,138946,"Shanwang, Linqu County, collection S200",S200323,body,15.6,not_amber,13.789
Tropideres fossilis,128551,"Shanwang, Linqu County, collection 3",820008,body,15.6,not_amber,13.789
Xenoblatta ploetziana,111009,Waste Heap from Karl-Moritz-Schachte,FG 218/87,tegmen,15.6,not_amber,302.3
Phyllophaga extincta,127617,Florissant (University of Colorado Collection),NA,body,15.65,not_amber,35.55
Psiloptera transversovittata,139219,"Grube Messel Pit, grid square E15, 1 m below to 2 m above alpha",SMF MeI 119,elytron,15.65,not_amber,44.5
Apis armbrusteri,109058,Randeck Maar (SMNS coll),SMNS 64674/12a/b,body,15.7,not_amber,14.81
Boreopsocus danksae,104716,Soyana (PIN collection 117),PIN 117/2232,forewing,15.7,not_amber,270.55
Brnia raketa,114186,"Obora, southern edge of ravine",DPCU 84/1963,forewing,15.7,not_amber,292.8
Cretoscolia formosa,106313,"Nanligezhuang, Tuanwang Town, Laiyang City (Shandong Prov. Mus.)",NIGP L91550,body,15.7,not_amber,119
Eopelecinus scorpioideus,118216,"Baissa (PIN collection 4210, unknown layer)",PIN 4210/5242,body,15.7,not_amber,119
Eorpa ypsipeda,144347,McAbee (CDM collection),2003.2.6-CDM-030,forewing,15.7,not_amber,51.9
Harmorhynchium reflexum,138944,"Shanwang, Linqu County, collection K0 (Shandong Geological Museum)",Shandong Geological Museum K0367,forewing,15.7,not_amber,13.789
Jiania gracila,113371,Daohugou (NIGP collection),NIGP 154605,tegmen,15.7,not_amber,161.7
Megarhyphus sophiae,114307,Daya locality (PIN collection 3063),PIN 3063/882,body,15.7,not_amber,148.55
Moravamylacris kukalovae,114186,"Obora, southern edge of ravine",KUP 13,tegmen,15.7,not_amber,292.8
Neurosymploca oligocenica,122984,C?reste (MNHN coll),MNHN-LP-R.55185,forewing,15.7,not_amber,25.565
Nevania exquisita,113371,Daohugou (NIGP collection),NIGP 143694,body,15.7,not_amber,161.7
Panorpidium geinitzi,104056,"Dobbertin, Mecklenburg (Zessin collection)",LD 1007/1008,forewing,15.7,not_amber,178.4
Protobittacus liassicus,113961,"Strensham, Worcestershire",BMNH I 10525,forewing,15.7,not_amber,204.9
Ptyctoblattina simplicior,107321,"Grassel, Braunschweig",GPIBC fig 104,hindwing,15.7,not_amber,182.5
Scabolyda orientalis,138748,Daohugou (CNU 2012 collection),CNU-HYM-NN2012108,body,15.7,not_amber,161.7
Sibirella paucinervis,104704,Kaltan (PIN collection 1197),PIN 1197/256,forewing,15.7,not_amber,270.55
Tachinymphes penalveri,28006,Las Hoyas Unit 3,LH-8033,forewing,15.7,not_amber,127.725
Tshekhosara improvida,107787,"Chekarda, Sylva River (PU collection 2)",PU 2/318,forewing,15.7,not_amber,275.8
Chrysobothris haydeni,121307,"Near Castello's Ranch, Florissant",USGS 1722,body,15.75,not_amber,35.55
Palaeochrysa stricta,106384,Florissant (MCZ Collection),1798,forewing,15.75,not_amber,35.55
Pamphilites abdita,122487,Aix-en-Provence (Museum Marseille Coll),NA,forewing,15.75,not_amber,25.565
Principiala incerta,122557,Crato (SMNS collection),SMNS 66000/255,hindwing,15.75,not_amber,117.245
Teleoschistus rigoratus,106384,Florissant (MCZ Collection),MCZ 639,body,15.75,not_amber,35.55
Argentinosyne duraznoensis,123009,300 m W of Quebrada del Durazno,MCNAM-PI 24304,elytron,15.8,not_amber,232.5
Daohugounectes primitivus,113371,Daohugou (NIGP collection),NIGP 151841,body,15.8,not_amber,161.7
Dorniella pulchra,105002,"Hondelage, Braunschweig",GPIBC fig 312,forewing,15.8,not_amber,182.5
Eocenometra danica,151340,"North of Sundby, Mors",MGUH 15912,body,15.8,not_amber,51.9
Eodromeus robustus,113371,Daohugou (NIGP collection),NIGP 152461,body,15.8,not_amber,161.7
Hermosablatta pectinata,122987,Rio Gualo (5th cycle),PULR-I 284,tegmen,15.8,not_amber,239.5
Lampetis weigelti,163327,"Grube Messel Pit, grid square F7, 14-18 m above alpha",SMF MeI 312,elytron,15.8,not_amber,44.5
Lestes lutzi,123913,C?reste (Lutz NHMM coll),Coll Lutz Od 1,wing,15.8,not_amber,25.565
Macropunctum latiscutellum,139217,"Grube Messel Pit, grid square F11, 1.0 m above alpha",SMF MeI 2671,body,15.8,not_amber,44.5
Nevania perbella,138748,Daohugou (CNU 2012 collection),CNU-HYM-NN2012003,body,15.8,not_amber,161.7
Palaeosilpha fraasii,153155,Caylux,NA,body,15.8,not_amber,25.565
Piniblattella vitimica,122552,"Baissa (PIN collection 1989, layer 31)",PIN 1989/1619,forewing,15.8,not_amber,119
Sojanoscytina grandis,116933,Letopala River (PIN collection 117),PIN 117/2005,forewing,15.8,not_amber,270.55
Tipula nevadensis,102996,"Stewart Valley, Pacific Union Site (BLM 26-30-09)",Unnumbered CAS holotype,body,15.8,not_amber,14.785
Harpalus redivivus,124624,Florissant (USNM Collection),USNM 63444,body,15.85,not_amber,35.55
Hydrobiomorpha eopalpalis,120798,Grube Messel Pit (Senckenberg SMF collection),SMF MeI 4272,elytron,15.85,not_amber,44.5
Apis vetusta,152455,Rott (MCZ coll),MCZ 7514,body,15.9,not_amber,25.715
Blattinopsis martynovae,114141,"&#344;?&#269;any, southern bank of ravine",Nat Mus Prague martynovae type,forewing,15.9,not_amber,297.2
Chlorida magnifica,113685,Menat (Piton collection),Coll. Piton 610,elytron,15.9,not_amber,57.6
Elaterites obsoletus,115304,Oeningen (Lavater'schen collection),E. obsoletus Oeningen type,body,15.9,not_amber,12.154
Eorpa ypsipeda,144347,McAbee (CDM collection),2003.2.8-CDM-032,forewing,15.9,not_amber,51.9
Formica longicollis,115305,Oeningen (Carlsruhe collection),F. longicollis Carlsruhe type,body,15.9,not_amber,12.154
Jiania crebra,113371,Daohugou (NIGP collection),NIGP 154603,tegmen,15.9,not_amber,161.7
Locustopsis sippeli,114992,"Lehmhagen, near Grimmen (Zessin collection)",LG 394/1(2),tegmen,15.9,not_amber,182.5
Prosbole reducta,116933,Letopala River (PIN collection 117),PIN 117/1982,tegmen,15.9,not_amber,270.55
Sojanoneura furcatula,96860,"Soyana (Iva Gora, PIN collection 94)",PIN 94/810,hindwing,15.9,not_amber,270.55
Tachinymphes paicheleri,28006,Las Hoyas Unit 3,LH-13175,forewing,15.9,not_amber,127.725
Abrotoxyela multiciliata,113362,Daohugou (CNU 2008 collection),CNU-HYM-NN2008005,body,16,not_amber,161.7
Acantholyda erythrocephala,156164,"Montagne d'Andance, Saint-Bauzile, Privas (Riou collection)",MPVR R-149,forewing,16,not_amber,7.0165
Adelocera jungi,113685,Menat (Piton collection),Coll. Piton 76,body,16,not_amber,57.6
Alloraphidia obliquivenatica,138436,Near Chaomidian Village (GMC Beijing coll),GMCB Sh006,forewing,16,not_amber,127.725
Allorapisma chuorum,103206,"Republic, locality B4131",SR08-14-01,forewing,16,not_amber,51.9
Amagupsyche perlata,113705,Kudia River,USNM 69594,forewing,16,not_amber,18.205
Anacapitis oblongus,105426,Karatau-Mikhailovka (PIN collection 2997),PIN 2997/2509,body,16,not_amber,161.7
Anglogryllus lyristes,74973,Auclaye Brickworks (MNEMG collection),MNEMG 2003.46,tegmen,16,not_amber,133.2
Antemnacrassa punctata,122332,Gurvan-Ereny-Nuruu (Outcrop 236/29),PIN 3149/978,body,16,not_amber,119
Anthocoleus hebeiensis,154788,"Zhouyingzi village, sample H7935, Luoping County",Hong Hr168,elytron,16,not_amber,161.7
Anthophorites longaeva,117252,Oeningen (Zurich collection),"ETH Pl. I, 683",body,16,not_amber,12.154
Anthophorites mellona,122487,Aix-en-Provence (Museum Marseille Coll),NA,body,16,not_amber,25.565
Anthoxyela turgensis,119499,Turga (PIN collection 1742),PIN 1742/133,body,16,not_amber,123.955
Aphrophora ungeri,113693,Radoboj (Hungarian National Museum Coll.),NA,forewing,16,not_amber,18.205
Apis armbrusteri,109058,Randeck Maar (SMNS coll),SMNS 64674/38,body,16,not_amber,14.81
Aquisextana irenaei,138838,Aix-en-Provence (Inst. Geol. Montpellier coll),IGM MA 1,body,16,not_amber,25.565
Archaeoperla rarissimus,140490,"Huangbanjigou, Chaomidian Village, CNU collection",CNU BPYX47,body,16,not_amber,127.725
Archaeoscolia hispanica,28006,Las Hoyas Unit 3,MCCM LH 13827,body,16,not_amber,127.725
Archebittacus exilis,106484,Mount Crosby Insect Bed,UQ C2139,forewing,16,not_amber,232.5
Archimesoblatta altera,125186,"Bon Tsagaan (PIN collection 3559, outcrop 36/3)",PIN 3559/269,tegmen,16,not_amber,119
Archimyrmex rostratus,114007,"Ute Trail, Roan Plateau (station 1)",UCM 15174,body,16,not_amber,48.25
Archinemestrius mimas,105426,Karatau-Mikhailovka (PIN collection 2997),PIN 2997/3496,body,16,not_amber,161.7
Archisargus pulcher,113402,Karatau-Karabastau (PIN collection 2452),PIN 2452/13,body,16,not_amber,161.7
Architiphia rasnitsyni,122352,Crato (AMNH collection),AMNH 43265,body,16,not_amber,117.245
